Zipcode,City,GeoCode,County,State,Metro,Column6
30298,Forest Park,404/678/470,Clayton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30301,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30301,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30302,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30302,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30303,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30303,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30303,Georgia State University,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30304,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30304,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30305,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30305,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30306,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30306,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30306,North Highland Finance,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30307,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30307,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30307,Little Five Points Pstl Str,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30308,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30308,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30309,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30309,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30310,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30310,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30310,Fort McPherson,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30311,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30311,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30312,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30312,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30313,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30313,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30314,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30314,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30315,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30315,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30316,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30316,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30317,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30317,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30318,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30318,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30319,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30319,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30319,North Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30320,Airport Mail Center,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30320,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30320,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30321,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30321,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30322,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30322,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30322,Emory University,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30324,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30324,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30325,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30325,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30326,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30326,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30327,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30327,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30328,ATL,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30328,Atlanta,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30328,Sandy Springs,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30329,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30329,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30329,Briarcliff,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30330,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30330,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30330,Fort McPherson,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30331,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30331,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30332,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30332,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30333,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30333,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30333,Druid Hills,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30334,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30334,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30336,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30336,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30336,Industrial,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30337,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30337,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30337,College Park,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30338,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30338,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30338,Dunwoody,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30338,North Springs,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30339,ATL,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30339,Atlanta,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30339,Cumberland,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30339,Overlook Sru,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30339,Smyrna,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30339,Vinings,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30339,Vinnings,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30340,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30340,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30340,Doraville,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30341,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30341,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30341,Chamblee,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30342,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30342,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30342,Sandy Springs,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30342,Tuxedo,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30343,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30343,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30344,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30344,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30344,East Point,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30345,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30345,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30346,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30346,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30346,Dunwoody,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30347,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30347,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30348,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30348,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30349,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30349,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30349,College Park,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30350,ATL,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30350,Atlanta,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30350,Sandy Springs,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30353,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30353,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30354,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30354,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30354,Hapeville,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30355,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30355,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30356,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30356,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30356,Dunwoody,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30357,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30357,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30358,ATL,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30358,Atlanta,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30358,Sandy Springs,770/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30359,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30359,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30360,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30360,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30360,Doraville,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30360,Dunwoody,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30360,Winters Chapel,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30361,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30361,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30362,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30362,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30362,Doraville,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30363,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30364,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30364,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30364,East Point,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30366,ATL,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30366,Atlanta,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30366,Chamblee,770/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
30368,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30368,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30368,Suntrust,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30369,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30369,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30369,U S P S Bulk Mail Center,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30370,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30370,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30371,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30371,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30374,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30374,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30375,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30375,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30375,ATT Bellsouth,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30376,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30376,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30377,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30377,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30378,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30378,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30379,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30379,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30380,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30380,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30380,Atlanta Postal Credit Union,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30384,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30384,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30384,Bankamerica Corporation,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30385,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30385,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30385,ATT Bellsouth,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30388,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30388,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30388,Avon,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30390,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30390,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30390,T Mobile,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30392,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30392,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30394,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30394,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30396,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30396,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30396,Georgia Power,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30398,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30398,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30398,Bank of America,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30515,Buford,770/678/470,Gwinnett County,Georgia - GA,"Atlanta,GA (0520)",MSA
30518,Buford,770/678/470,Gwinnett County,Georgia - GA,"Atlanta,GA (0520)",MSA
30518,Sugar Hill,770/678/470,Gwinnett County,Georgia - GA,"Atlanta,GA (0520)",MSA
30518,Sugarhill,770/678/470,Gwinnett County,Georgia - GA,"Atlanta,GA (0520)",MSA
30519,Buford,770/678/470,Gwinnett County,Georgia - GA,"Atlanta,GA (0520)",MSA
30620,Bethlehem,770/678/470,Barrow County,Georgia - GA,"Atlanta,GA (0520)",MSA
30641,Good Hope,770/678/470,Walton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30655,Monroe,770/678/470,Walton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30656,Monroe,770/678/470,Walton County,Georgia - GA,"Atlanta,GA (0520)",MSA
30666,Statham,770/678/470,Barrow County,Georgia - GA,"Atlanta,GA (0520)",MSA
30680,Winder,770/678/470,Barrow County,Georgia - GA,"Atlanta,GA (0520)",MSA
31106,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31106,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31107,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31107,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31119,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31119,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31126,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31126,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31126,Lenox Sq Finance,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31126,Lenox Square Finance,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31131,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31131,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31136,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31136,Newgistics,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31139,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31139,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31141,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31141,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31141,Embry Hls,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31145,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31145,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31145,Northlake,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31146,ATL,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31146,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31146,Perimeter Center Finance,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
31150,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31150,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31156,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31156,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31192,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31192,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31192,Mellon Bank,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31193,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31193,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31193,Wachovia,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31195,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31195,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31195,Atlanta Bmc,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31196,ATL,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31196,Atlanta,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
31196,Atlanta Bmc,404/678/470,Fulton County,Georgia - GA,"Atlanta,GA (0520)",MSA
39901,Atlanta,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
39901,Chamblee,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
39901,IRS Service Center,404/678/470,DeKalb County,Georgia - GA,"Atlanta,GA (0520)",MSA
